tripID,vehicle_id,blockID,direction,garage,messageCode,routeNumber
7106208,216,9082,1,RUBY,894,100
7106208,527,9082,1,RUBY,894,100
7106208,537,9082,1,RUBY,894,100
7106208,315,9082,1,RUBY,894,100
7106209,320,9066,1,RUBY,902,100
7106209,305,9066,1,RUBY,902,100
7106209,247,9066,1,RUBY,902,100
7106210,317,9004,1,RUBY,891,100
7106210,308,9004,1,RUBY,891,100
7106211,536,9083,1,RUBY,894,100
7106211,522,9083,1,RUBY,894,100
7106211,412,9083,1,RUBY,894,100
7106211,409,9083,1,RUBY,894,100
7106212,123,9024,1,ELMO,891,100
7106212,325,9024,1,ELMO,891,100
7106213,302,9005,1,RUBY,891,100
7106213,307,9005,1,RUBY,891,100
7106214,310,9084,1,RUBY,894,100
7106214,110,9084,1,RUBY,894,100
7106215,529,9065,1,RUBY,900,100
7106215,413,9065,1,RUBY,900,100
7106215,414,9065,1,RUBY,900,100
7106215,530,9065,1,RUBY,900,100
7106216,325,9068,1,RUBY,902,100
7106216,532,9068,1,RUBY,902,100
7106216,123,9068,1,RUBY,902,100
7106216,523,9068,1,RUBY,902,100
7106217,121,9025,1,ELMO,891,100
7106217,314,9025,1,ELMO,891,100
7106218,103,9018,1,ELMO,891,100
7106218,220,9018,1,ELMO,891,100
7106219,529,9006,1,RUBY,891,100
7106219,530,9006,1,RUBY,891,100
7106220,521,9067,1,RUBY,900,100
7106220,525,9067,1,RUBY,900,100
7106221,225,9019,1,ELMO,891,100
7106221,249,9019,1,ELMO,891,100
7106222,421,9026,1,ELMO,891,100
7106222,401,9026,1,ELMO,891,100
7106222,531,9026,1,ELMO,891,100
7106222,534,9026,1,ELMO,891,100
7106223,229,9007,1,RUBY,891,100
7106223,114,9007,1,RUBY,891,100
7106224,122,9069,1,RUBY,900,100
7106224,521,9069,1,RUBY,900,100
7106224,525,9069,1,RUBY,900,100
7106224,303,9069,1,RUBY,900,100
7106225,106,9020,1,ELMO,891,100
7106225,306,9020,1,ELMO,891,100
7106226,252,9008,1,RUBY,891,100
7106226,202,9008,1,RUBY,891,100
7106226,109,9008,1,RUBY,891,100
7106226,248,9008,1,RUBY,891,100
7106227,528,9070,1,RUBY,902,100
7106227,419,9070,1,RUBY,902,100
7106227,406,9070,1,RUBY,902,100
7106227,415,9070,1,RUBY,902,100
7106228,105,9021,1,ELMO,891,100
7106228,210,9021,1,ELMO,891,100
7106229,227,9022,1,ELMO,891,100
7106229,109,9022,1,ELMO,891,100
7106230,124,9023,1,ELMO,891,100
7106230,234,9023,1,ELMO,891,100
7106231,120,9001,1,RUBY,891,100
7106231,203,9001,1,RUBY,891,100
7106232,536,9085,1,RUBY,894,100
7106232,528,9085,1,RUBY,894,100
7106233,123,9024,1,ELMO,891,100
7106233,325,9024,1,ELMO,891,100
7106234,217,9086,1,RUBY,902,100
7106234,323,9086,1,RUBY,902,100
7106235,251,9002,1,RUBY,891,100
7106235,238,9002,1,RUBY,891,100
7106236,113,9087,1,RUBY,894,100
7106236,212,9087,1,RUBY,894,100
7106236,219,9087,1,RUBY,894,100
7106236,324,9087,1,RUBY,894,100
7106237,314,9025,1,ELMO,891,100
7106237,121,9025,1,ELMO,891,100
7106238,216,9003,1,RUBY,891,100
7106238,315,9003,1,RUBY,891,100
7106239,409,9088,1,RUBY,894,100
7106239,317,9088,1,RUBY,894,100
7106239,419,9088,1,RUBY,894,100
7106239,308,9088,1,RUBY,894,100
7106240,534,9026,1,ELMO,891,100
7106240,531,9026,1,ELMO,891,100
7106241,317,9004,1,RUBY,891,100
7106241,308,9004,1,RUBY,891,100
7106242,302,9005,1,RUBY,891,100
7106242,307,9005,1,RUBY,891,100
7106243,103,9018,1,ELMO,891,100
7106243,220,9018,1,ELMO,891,100
7106244,530,9006,1,RUBY,891,100
7106244,529,9006,1,RUBY,891,100
7106245,249,9019,1,ELMO,891,100
7106245,225,9019,1,ELMO,891,100
7106246,114,9007,1,RUBY,891,100
7106246,229,9007,1,RUBY,891,100
7106247,306,9020,1,ELMO,891,100
7106247,106,9020,1,ELMO,891,100
7106248,248,9008,1,RUBY,891,100
7106248,202,9008,1,RUBY,891,100
7106249,210,9021,1,ELMO,891,100
7106249,105,9021,1,ELMO,891,100
7106250,227,9022,1,ELMO,891,100
7106250,109,9022,1,ELMO,891,100
7106251,234,9023,1,ELMO,891,100
7106251,124,9023,1,ELMO,891,100
7106252,120,9001,1,RUBY,891,100
7106252,203,9001,1,RUBY,891,100
7106253,123,9024,1,ELMO,891,100
7106253,325,9024,1,ELMO,891,100
7106254,238,9002,1,RUBY,891,100
7106254,251,9002,1,RUBY,891,100
7106255,314,9025,1,ELMO,891,100
7106255,121,9025,1,ELMO,891,100
7106256,315,9003,1,RUBY,891,100
7106256,216,9003,1,RUBY,891,100
7106257,531,9026,1,ELMO,891,100
7106257,534,9026,1,ELMO,891,100
7106258,308,9004,1,RUBY,891,100
7106258,317,9004,1,RUBY,891,100
7106259,307,9005,1,RUBY,891,100
7106259,302,9005,1,RUBY,891,100
7106260,220,9018,1,ELMO,891,100
7106260,103,9018,1,ELMO,891,100
7106261,529,9006,1,RUBY,891,100
7106261,530,9006,1,RUBY,891,100
7106262,249,9019,1,ELMO,891,100
7106262,225,9019,1,ELMO,891,100
7106263,229,9007,1,RUBY,891,100
7106263,114,9007,1,RUBY,891,100
7106264,306,9020,1,ELMO,891,100
7106264,106,9020,1,ELMO,891,100
7106265,202,9008,1,RUBY,891,100
7106265,248,9008,1,RUBY,891,100
7106266,105,9021,1,ELMO,891,100
7106266,210,9021,1,ELMO,891,100
7106267,227,9022,1,ELMO,891,100
7106267,109,9022,1,ELMO,891,100
7106268,234,9023,1,ELMO,891,100
7106268,124,9023,1,ELMO,891,100
7106269,120,9001,1,RUBY,891,100
7106269,203,9001,1,RUBY,891,100
7106270,123,9024,1,ELMO,891,100
7106270,325,9024,1,ELMO,891,100
7106271,251,9002,1,RUBY,891,100
7106271,238,9002,1,RUBY,891,100
7106272,314,9025,1,ELMO,891,100
7106272,121,9025,1,ELMO,891,100
7106273,315,9003,1,RUBY,891,100
7106273,216,9003,1,RUBY,891,100
7106274,534,9026,1,ELMO,891,100
7106274,531,9026,1,ELMO,891,100
7106275,308,9004,1,RUBY,891,100
7106275,317,9004,1,RUBY,891,100
7106276,307,9005,1,RUBY,891,100
7106276,302,9005,1,RUBY,891,100
7106277,220,9018,1,ELMO,891,100
7106277,103,9018,1,ELMO,891,100
7106278,530,9006,1,RUBY,891,100
7106278,529,9006,1,RUBY,891,100
7106279,249,9019,1,ELMO,891,100
7106279,225,9019,1,ELMO,891,100
7106280,117,9040,1,ELMO,893,100
7106280,213,9040,1,ELMO,893,100
7106281,114,9007,1,RUBY,891,100
7106281,229,9007,1,RUBY,891,100
7106282,106,9020,1,ELMO,891,100
7106282,306,9020,1,ELMO,891,100
7106283,422,9041,1,ELMO,893,100
7106283,402,9041,1,ELMO,893,100
7106284,248,9008,1,RUBY,891,100
7106284,202,9008,1,RUBY,891,100
7106285,105,9021,1,ELMO,891,100
7106285,210,9021,1,ELMO,891,100
7106286,309,9042,1,ELMO,893,100
7106286,228,9042,1,ELMO,893,100
7106287,227,9022,1,ELMO,891,100
7106287,109,9022,1,ELMO,891,100
7106288,401,9046,1,ELMO,893,100
7106288,421,9046,1,ELMO,893,100
7106289,420,9043,1,ELMO,893,100
7106289,411,9043,1,ELMO,893,100
7106290,203,9001,1,RUBY,891,100
7106290,120,9001,1,RUBY,891,100
7106291,115,9047,1,ELMO,893,100
7106291,201,9047,1,ELMO,893,100
7106292,250,9044,1,ELMO,893,100
7106292,218,9044,1,ELMO,893,100
7106293,251,9002,1,RUBY,891,100
7106293,238,9002,1,RUBY,891,100
7106294,239,9048,1,ELMO,893,100
7106294,226,9048,1,ELMO,893,100
7106295,216,9003,1,RUBY,891,100
7106295,315,9003,1,RUBY,891,100
7106296,312,9049,1,ELMO,893,100
7106296,240,9049,1,ELMO,893,100
7106297,308,9004,1,RUBY,891,100
7106297,317,9004,1,RUBY,891,100
7106298,242,9045,1,ELMO,891,100
7106298,209,9045,1,ELMO,891,100
7106299,530,9006,1,RUBY,891,100
7106299,529,9006,1,RUBY,891,100
7106300,229,9007,1,RUBY,906,100
7106300,114,9007,1,RUBY,906,100
7106536,205,9004,1,RUBY,891,100
7106536,241,9004,1,RUBY,891,100
7106537,527,9031,1,ELMO,891,100
7106537,537,9031,1,ELMO,891,100
7106538,224,9025,1,ELMO,891,100
7106538,318,9025,1,ELMO,891,100
7106539,102,9031,1,ELMO,891,100
7106539,316,9031,1,ELMO,891,100
7106539,326,9031,1,ELMO,891,100
7106539,217,9031,1,ELMO,891,100
7106540,205,9004,1,RUBY,891,100
7106540,241,9004,1,RUBY,891,100
7106541,318,9025,1,ELMO,891,100
7106541,224,9025,1,ELMO,891,100
7106542,316,9031,1,ELMO,891,100
7106542,217,9031,1,ELMO,891,100
7106543,241,9004,1,RUBY,891,100
7106543,205,9004,1,RUBY,891,100
7106544,224,9025,1,ELMO,891,100
7106544,318,9025,1,ELMO,891,100
7106545,412,9014,1,RUBY,891,100
7106545,522,9014,1,RUBY,891,100
7106545,241,9014,1,RUBY,891,100
7106545,205,9014,1,RUBY,891,100
7106546,217,9031,1,ELMO,891,100
7106546,316,9031,1,ELMO,891,100
7106547,205,9004,1,RUBY,891,100
7106547,241,9004,1,RUBY,891,100
7106548,318,9025,1,ELMO,891,100
7106548,224,9025,1,ELMO,891,100
7106549,412,9014,1,RUBY,891,100
7106549,522,9014,1,RUBY,891,100
7106549,531,9014,1,RUBY,891,100
7106549,534,9014,1,RUBY,891,100
7106550,217,9031,1,ELMO,891,100
7106550,316,9031,1,ELMO,891,100
7106551,205,9004,1,RUBY,891,100
7106551,241,9004,1,RUBY,891,100
7106552,421,9049,1,ELMO,891,100
7106552,401,9049,1,ELMO,891,100
7106553,325,9025,1,ELMO,891,100
7106553,123,9025,1,ELMO,891,100
7106553,224,9025,1,ELMO,891,100
7106553,318,9025,1,ELMO,891,100
7106554,534,9014,1,RUBY,906,100
7106554,531,9014,1,RUBY,906,100
7106555,227,9004,1,RUBY,891,100
7106555,242,9004,1,RUBY,891,100
7106555,245,9004,1,RUBY,891,100
7106555,209,9004,1,RUBY,891,100
7106556,125,9031,1,ELMO,891,100
7106556,309,9031,1,ELMO,891,100
7106556,250,9031,1,ELMO,891,100
7106556,218,9031,1,ELMO,891,100
7106556,312,9031,1,ELMO,891,100
7106556,228,9031,1,ELMO,891,100
7106557,417,9025,1,ELMO,891,100
7106557,412,9025,1,ELMO,891,100
7106557,238,9025,1,ELMO,891,100
7106557,107,9025,1,ELMO,891,100
7106558,230,9031,1,ELMO,891,100
7106558,321,9031,1,ELMO,891,100
7106558,218,9031,1,ELMO,891,100
7106558,125,9031,1,ELMO,891,100
7106558,312,9031,1,ELMO,891,100
7106558,250,9031,1,ELMO,891,100
7106559,245,9004,1,RUBY,891,100
7106559,227,9004,1,RUBY,891,100
7106559,209,9004,1,RUBY,891,100
7106559,242,9004,1,RUBY,891,100
7106560,412,9025,1,ELMO,891,100
7106560,417,9025,1,ELMO,891,100
7106560,107,9025,1,ELMO,891,100
7106560,238,9025,1,ELMO,891,100
7106561,250,9031,1,ELMO,891,100
7106561,230,9031,1,ELMO,891,100
7106561,321,9031,1,ELMO,891,100
7106561,218,9031,1,ELMO,891,100
7106562,245,9004,1,RUBY,891,100
7106562,242,9004,1,RUBY,891,100
7106562,227,9004,1,RUBY,891,100
7106562,209,9004,1,RUBY,891,100
7106563,213,9025,1,ELMO,891,100
7106563,417,9025,1,ELMO,891,100
7106563,107,9025,1,ELMO,891,100
7106563,102,9025,1,ELMO,891,100
7106563,238,9025,1,ELMO,891,100
7106563,412,9025,1,ELMO,891,100
7106564,116,9014,1,RUBY,891,100
7106564,241,9014,1,RUBY,891,100
7106564,205,9014,1,RUBY,891,100
7106564,225,9014,1,RUBY,891,100
7106564,249,9014,1,RUBY,891,100
7106564,251,9014,1,RUBY,891,100
7106565,230,9031,1,ELMO,891,100
7106565,321,9031,1,ELMO,891,100
7106565,218,9031,1,ELMO,891,100
7106565,216,9031,1,ELMO,891,100
7106565,126,9031,1,ELMO,891,100
7106565,250,9031,1,ELMO,891,100
7106566,210,9004,1,RUBY,891,100
7106566,245,9004,1,RUBY,891,100
7106566,242,9004,1,RUBY,891,100
7106566,227,9004,1,RUBY,891,100
7106566,105,9004,1,RUBY,891,100
7106566,209,9004,1,RUBY,891,100
7106567,417,9025,1,ELMO,891,100
7106567,107,9025,1,ELMO,891,100
7106567,213,9025,1,ELMO,891,100
7106567,102,9025,1,ELMO,891,100
7106567,412,9025,1,ELMO,891,100
7106567,238,9025,1,ELMO,891,100
7106568,251,9014,1,RUBY,891,100
7106568,116,9014,1,RUBY,891,100
7106568,205,9014,1,RUBY,891,100
7106568,225,9014,1,RUBY,891,100
7106568,249,9014,1,RUBY,891,100
7106568,241,9014,1,RUBY,891,100
7106569,218,9031,1,ELMO,891,100
7106569,250,9031,1,ELMO,891,100
7106569,321,9031,1,ELMO,891,100
7106569,309,9031,1,ELMO,891,100
7106569,228,9031,1,ELMO,891,100
7106569,230,9031,1,ELMO,891,100
7106570,227,9004,1,RUBY,891,100
7106570,209,9004,1,RUBY,891,100
7106570,245,9004,1,RUBY,891,100
7106570,242,9004,1,RUBY,891,100
7106571,420,9049,1,ELMO,906,100
7106571,235,9049,1,ELMO,906,100
7106571,232,9049,1,ELMO,906,100
7106571,411,9049,1,ELMO,906,100
7106571,231,9049,1,ELMO,906,100
7106571,318,9049,1,ELMO,906,100
7106968,248,9061,0,RUBY,972,190
7106968,202,9061,0,RUBY,972,190
7106968,225,9061,0,RUBY,972,190
7106968,249,9061,0,RUBY,972,190
7106968,303,9061,0,RUBY,972,190
7106968,215,9061,0,RUBY,972,190
7106969,529,9065,0,RUBY,972,190
7106969,311,9065,0,RUBY,972,190
7106969,530,9065,0,RUBY,972,190
7106969,419,9065,0,RUBY,972,190
7106969,313,9065,0,RUBY,972,190
7106969,528,9065,0,RUBY,972,190
7106970,532,9067,0,RUBY,972,190
7106970,307,9067,0,RUBY,972,190
7106970,248,9067,0,RUBY,972,190
7106970,302,9067,0,RUBY,972,190
7106970,202,9067,0,RUBY,972,190
7106970,523,9067,0,RUBY,972,190
7106971,120,9063,0,RUBY,972,190
7106971,523,9063,0,RUBY,972,190
7106971,238,9063,0,RUBY,972,190
7106971,202,9063,0,RUBY,972,190
7106971,532,9063,0,RUBY,972,190
7106971,107,9063,0,RUBY,972,190
7106972,216,9060,0,RUBY,972,190
7106972,531,9060,0,RUBY,972,190
7106972,534,9060,0,RUBY,972,190
7106972,315,9060,0,RUBY,972,190
7106973,303,9062,0,RUBY,972,190
7106973,529,9062,0,RUBY,972,190
7106973,532,9062,0,RUBY,972,190
7106973,523,9062,0,RUBY,972,190
7106973,530,9062,0,RUBY,972,190
7106973,215,9062,0,RUBY,972,190
7106974,246,9064,0,RUBY,972,190
7106974,413,9064,0,RUBY,972,190
7106974,113,9064,0,RUBY,972,190
7106974,233,9064,0,RUBY,972,190
7106974,414,9064,0,RUBY,972,190
7106975,302,9066,0,RUBY,972,190
7106975,307,9066,0,RUBY,972,190
7106975,247,9066,0,RUBY,972,190
7106975,320,9066,0,RUBY,972,190
7106975,205,9066,0,RUBY,972,190
7106975,241,9066,0,RUBY,972,190
7106976,525,9068,0,RUBY,972,190
7106976,123,9068,0,RUBY,972,190
7106976,325,9068,0,RUBY,972,190
7106976,521,9068,0,RUBY,972,190
7106977,249,9061,0,RUBY,972,190
7106977,202,9061,0,RUBY,972,190
7106977,248,9061,0,RUBY,972,190
7106977,303,9061,0,RUBY,972,190
7106977,225,9061,0,RUBY,972,190
7106977,215,9061,0,RUBY,972,190
7106978,308,9069,0,RUBY,972,190
7106978,317,9069,0,RUBY,972,190
7106978,525,9069,0,RUBY,972,190
7106978,227,9069,0,RUBY,972,190
7106978,521,9069,0,RUBY,972,190
7106978,245,9069,0,RUBY,972,190
7106979,530,9065,0,RUBY,972,190
7106979,311,9065,0,RUBY,972,190
7106979,419,9065,0,RUBY,972,190
7106979,529,9065,0,RUBY,972,190
7106979,528,9065,0,RUBY,972,190
7106979,313,9065,0,RUBY,972,190
7106980,248,9067,0,RUBY,972,190
7106980,307,9067,0,RUBY,972,190
7106980,202,9067,0,RUBY,972,190
7106980,302,9067,0,RUBY,972,190
7106980,532,9067,0,RUBY,972,190
7106980,523,9067,0,RUBY,972,190
7106981,120,9063,0,RUBY,972,190
7106981,107,9063,0,RUBY,972,190
7106981,202,9063,0,RUBY,972,190
7106981,523,9063,0,RUBY,972,190
7106981,238,9063,0,RUBY,972,190
7106981,532,9063,0,RUBY,972,190
7106982,531,9060,0,RUBY,972,190
7106982,216,9060,0,RUBY,972,190
7106982,315,9060,0,RUBY,972,190
7106982,534,9060,0,RUBY,972,190
7106983,249,9070,0,RUBY,965,190
7106983,528,9070,0,RUBY,965,190
7106983,303,9070,0,RUBY,965,190
7106983,419,9070,0,RUBY,965,190
7106983,215,9070,0,RUBY,965,190
7106983,225,9070,0,RUBY,965,190
7106984,215,9062,0,RUBY,972,190
7106984,529,9062,0,RUBY,972,190
7106984,303,9062,0,RUBY,972,190
7106984,530,9062,0,RUBY,972,190
7106984,532,9062,0,RUBY,972,190
7106984,523,9062,0,RUBY,972,190
7106985,414,9064,0,RUBY,972,190
7106985,413,9064,0,RUBY,972,190
7106985,113,9064,0,RUBY,972,190
7106985,246,9064,0,RUBY,972,190
7106985,233,9064,0,RUBY,972,190
7106986,307,9066,0,RUBY,972,190
7106986,320,9066,0,RUBY,972,190
7106986,247,9066,0,RUBY,972,190
7106986,205,9066,0,RUBY,972,190
7106986,302,9066,0,RUBY,972,190
